Name,URL,Description,Image,Rating,Rating Count,Content Rating,Genre,Duration
Primal,https://www.imdb.com/title/tt10332508/,A caveman and a dinosaur bond over shared tragedy and work together to survive in a perilous prehistoric world.,https://m.media-amazon.com/images/M/MV5BNDI3ODE5MDEtNDMzNi00YmNmLTg5YTktMjdiODI5MGM2M2NjXkEyXkFqcGdeQXVyNzE5MTcxMTI@._V1_.jpg,8.7,21212,15,"Animation, Action, Adventure",
Adventure Time,https://www.imdb.com/title/tt1305826/,"A 12-year-old boy and his best friend, a wise 28-year-old dog with magical powers, go on a series of surreal adventures in a remote future.",https://m.media-amazon.com/images/M/MV5BMGFkNGY4NGMtZjY0NC00YTI0LThiZjMtMjBmZGMzOGU3YTdmXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_.jpg,8.6,113503,TV-PG,"Animation, Action, Adventure",
It&apos;s a Sin,https://www.imdb.com/title/tt9140342/,The lives of a group of friends living in 1980s London are irreparably changed by the AIDS crisis.,https://m.media-amazon.com/images/M/MV5BZWIyNGI1N2YtNzRlZS00NTFjLTk5MzMtZjQ5MTUwMTljZDZkXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg,8.6,37212,15,"Comedy, Drama, History",
Ramayan,https://www.imdb.com/title/tt0268093/,"An adaptation of the ancient epic in which the exiled Prince Rama and his brother Laxman set out to save Rama&apos;s wife, Sita, who has been kidnapped by the demon king of Lanka Ravana.",https://m.media-amazon.com/images/M/MV5BODFjYWEyOTktMTU3OC00YTBhLWE4ZmEtNTJiYWUzYTYwMjIzXkEyXkFqcGdeQXVyNjU1NDgwMDg@._V1_.jpg,9.0,24182,TV-14,"Adventure, Drama, Family",
Bron/Broen,https://www.imdb.com/title/tt1733785/,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer.",https://m.media-amazon.com/images/M/MV5BMjQ3MDAzNDU4NV5BMl5BanBnXkFtZTgwNjE2NDQ0NzE@._V1_.jpg,8.6,77251,15,"Crime, Mystery, Thriller",
Daredevil,https://www.imdb.com/title/tt3322312/,"A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.",https://m.media-amazon.com/images/M/MV5BODcwOTg2MDE3NF5BMl5BanBnXkFtZTgwNTUyNTY1NjM@._V1_.jpg,8.6,477131,18,"Action, Crime, Drama",
Blackadder II,https://www.imdb.com/title/tt0088484/,"In the Tudor court of Elizabeth I, Lord Edmund Blackadder strives to win Her Majesty&apos;s favour while attempting to avoid a grisly fate should he offend her.",https://m.media-amazon.com/images/M/MV5BZGQ5MmQ1MzctNTA1OC00MWY1LTg5ZWMtMDc1ZjY5MDI5ZWEwXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg,8.6,50094,PG,Comedy,
The Jinx: The Life and Deaths of Robert Durst,https://www.imdb.com/title/tt4299972/,"Filmmaker Andrew Jarecki examines the complicated life of reclusive real estate icon Robert Durst, the key suspect in a series of unsolved crimes.",https://m.media-amazon.com/images/M/MV5BY2VmODBlNzAtM2U5OC00ZjFiLThkY2UtZTYxMjA4M2FlN2EwXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_.jpg,8.6,52990,15,"Documentary, Biography, Crime",
Lonesome Dove,https://www.imdb.com/title/tt0096639/,Two former Texas Rangers renew their spirit of adventure as they and several other residents of a small Texas town join a cattle drive to the Montana Territory.,https://m.media-amazon.com/images/M/MV5BMmJmYTg0MDEtN2VjMC00YmUxLWFhNmMtZTBiYjQ2ZGQ5ZWMyXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,8.7,26124,TV-14,"Adventure, Drama, Western",
Mindhunter,https://www.imdb.com/title/tt5290382/,"In the late 1970s, two FBI agents broaden the realm of criminal science by investigating the psychology behind murder and end up getting too close to real-life monsters.",https://m.media-amazon.com/images/M/MV5BYzA3ZWZkYjMtZTk3Yi00MzQxLTgyOGUtYmE0ZTkwMTYwYzM5XkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_.jpg,8.6,339986,18,"Crime, Drama, Mystery",
Haikyû!!,https://www.imdb.com/title/tt3398540/,"Determined to be like the volleyball championship&apos;s star player nicknamed &quot;the small giant&quot;, Shoyo joins his school&apos;s volleyball club.",https://m.media-amazon.com/images/M/MV5BNjkyNDI2MTgtN2Y3NS00M2RjLWJhNDMtMmNmZmUwMDQwZTE1XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,8.7,36400,PG,"Animation, Comedy, Drama",
Poirot,https://www.imdb.com/title/tt0094525/,"Hercule Poirot, a famous Belgian detective, who has an impeccable knack for getting embroiled in a mystery, solves crimes along with Captain Hastings and Scotland Yard Chief Inspector James Japp.",https://m.media-amazon.com/images/M/MV5BYjllNTYxNWEtN2YxZC00MTJiLTk3Y2YtZjljMWFjMTcwMzg0XkEyXkFqcGdeQXVyNjcwMzExMzU@._V1_.jpg,8.6,52502,PG,"Crime, Drama, Mystery",
The Offer,https://www.imdb.com/title/tt13111040/,Oscar-winning producer Albert S. Ruddy&apos;s never-before-revealed experiences of making The Godfather (1972).,https://m.media-amazon.com/images/M/MV5BMzU1YWU3ZWItYTA4Yy00M2Q0LTkzZTQtYzFmNzVlZTg1ZTQwXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_.jpg,8.6,40725,18,"Biography, Crime, Drama",
The Return of Sherlock Holmes,https://www.imdb.com/title/tt0090509/,"Sherlock Holmes and Dr Watson solve the mysteries of the devil&apos;s foot, Silver Blaze, Wisteria Lodge and the Bruce-Partington Plans.",https://m.media-amazon.com/images/M/MV5BYTU5NGZmMTgtZTJmNi00MjU1LTlkZTItMDBlYjI3OWU0NWZkXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_.jpg,8.7,13463,15,"Crime, Drama, Mystery",
Mr. Bean,https://www.imdb.com/title/tt0096657/,"Bumbling, childlike Mr. Bean has trouble completing the simplest of day-to-day tasks, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems.",https://m.media-amazon.com/images/M/MV5BMGNhODY0ZjktYjY2ZS00MGNkLTg2ZTUtMGEwNGRlMmY3ZjQ4XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_.jpg,8.6,134630,U,"Comedy, Family",
Gomorrah,https://www.imdb.com/title/tt2049116/,Ciro disregards tradition in his attempt to become the next boss of his crime syndicate. The internal power struggle puts him and his entire family&apos;s life at risk.,https://m.media-amazon.com/images/M/MV5BMTgzNmNjZGQtMjM3ZC00Y2Y2LTlkZGItM2EwNTM2MmUyMDExXkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_.jpg,8.6,44760,18,"Crime, Drama, Thriller",
Sarangeui bulsachak,https://www.imdb.com/title/tt10850932/,The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting ...,https://m.media-amazon.com/images/M/MV5BMzRiZWUyN2YtNDI4YS00NTg2LTg0OTgtMGI2ZjU4ODQ4Yjk3XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_.jpg,8.7,42692,15,"Adventure, Comedy, Romance",
Critical Role,https://www.imdb.com/title/tt4834232/,"A live weekly show in which a band of professional voice actors improvise, role-play, and roll their way through an epic Dungeons and Dragons campaign.",https://m.media-amazon.com/images/M/MV5BYjNjZDliYmItZDE0NC00ZGY3LTk0ZDEtZGI5MjAxZjQwMDE4XkEyXkFqcGdeQXVyMjM5NzU3OTM@._V1_.jpg,9.1,13234,PG,"Adventure, Fantasy",
Mr Inbetween,https://www.imdb.com/title/tt7472896/,"Ray Shoesmith is a father, ex-husband, boyfriend, brother and best friend, tough roles to juggle in the modern age. Especially when you&apos;re also a criminal for hire.",https://m.media-amazon.com/images/M/MV5BNzA0MDk0NDE5N15BMl5BanBnXkFtZTgwODk5MjAzNjM@._V1_.jpg,8.7,31198,18,"Crime, Drama",
Pose,https://www.imdb.com/title/tt7562112/,"In the New York of the late &apos;80s and early &apos;90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis, and capitalism.",https://m.media-amazon.com/images/M/MV5BNmNiZTFlMTAtYWZjNS00NGFlLWFkMTItOWRhOTBjN2Y1NDYxXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_.jpg,8.6,33074,G,Drama,
Scavengers Reign,https://www.imdb.com/title/tt21056886/,The crew of a damaged deep space freighter are stranded on a beautiful but dangerous planet.,https://m.media-amazon.com/images/M/MV5BYWUxYjMxNWMtNDY4Mi00NjQ3LTljMDItNTdjNjkzOTU1ZGI4XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,8.7,18173,TV-MA,"Animation, Adventure, Drama",
Mystery Science Theater 3000,https://www.imdb.com/title/tt0094517/,"In the not-too-distant future Joel Robinson is held captive by Dr. Forrester and TV&apos;s Frank, forced to watch B-Grade movies on the Satellite of Love with the help of his robot friends: Cambot, Gypsy, Tom Servo and Crow T. Robot.",https://m.media-amazon.com/images/M/MV5BOTE0MjEwODU3NV5BMl5BanBnXkFtZTgwNDgxMTcxNzE@._V1_.jpg,8.6,25941,PG,"Comedy, Sci-Fi",
Blackadder the Third,https://www.imdb.com/title/tt0092324/,"In the Regency era, Mr E. Blackadder serves as butler to the foppish numskull Prince George amidst the fads and crazes of the time.",https://m.media-amazon.com/images/M/MV5BZTFiYzk5NGQtOTdjOC00ZWUxLWEwNDctMTQ3NjE3MjQzZjkxXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg,8.6,47279,15,Comedy,
Archer,https://www.imdb.com/title/tt1486217/,Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.,https://m.media-amazon.com/images/M/MV5BMTg3NTMwMzY2OF5BMl5BanBnXkFtZTgwMDcxMjQ0NDE@._V1_.jpg,8.6,166808,15,"Animation, Action, Comedy",
Yes Minister,https://www.imdb.com/title/tt0080306/,"The Right Honorable James Hacker has landed the plum job of Cabinet Minister to the Department of Administration. At last he is in a position of power and can carry out some long-needed reforms, or so he thinks.",https://m.media-amazon.com/images/M/MV5BY2NhZWM1N2YtZmU4ZS00NmVmLWFkMmYtNTQxNjExNmJhYzA0XkEyXkFqcGdeQXVyNjg1NzcwODE@._V1_.jpg,8.6,16648,PG,Comedy,
Anne,https://www.imdb.com/title/tt5421602/,"The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery&apos;s classic novels.",https://m.media-amazon.com/images/M/MV5BNThmMzJlNzgtYmY5ZC00MDllLThmZTMtNTRiMjQwNmY0NmRhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,8.6,67222,PG,"Drama, Family",
Yeh Meri Family,https://www.imdb.com/title/tt8595766/,Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.,https://m.media-amazon.com/images/M/MV5BMjZkODc3NTctZWE2NC00MjcyLWIxZDctNjUzODUzMmY3ZWVjXkEyXkFqcGdeQXVyMTExMTIzMTA5._V1_.jpg,9.0,25879,TV-14,"Comedy, Drama, Family",
Kimetsu no Yaiba,https://www.imdb.com/title/tt9335498/,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister.",https://m.media-amazon.com/images/M/MV5BYTIxNjk3YjItYmYzMC00ZTdmLTk0NGUtZmNlZTA0NWFkZDMwXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,8.6,151732,15,"Animation, Action, Adventure",
Young Justice,https://www.imdb.com/title/tt1641384/,Teenage superheroes strive to prove themselves as members of the Justice League.,https://m.media-amazon.com/images/M/MV5BMTAwYzE4NzItY2Q3Zi00NjRmLWE5ZTAtMDM5OWIyMmQ3MTFlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,8.6,45837,PG,"Animation, Action, Adventure",
Dopesick,https://www.imdb.com/title/tt9174558/,"The series takes viewers to the epicenter of America&apos;s struggle with opioid addiction, from the boardrooms of Purdue Pharma, to a distressed Virginia mining community, to the hallways of the DEA.",https://m.media-amazon.com/images/M/MV5BZTc5NmU1YWUtMzgxNC00YmVmLTk1MDYtNjlkNjQwZGVjMTIzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,8.6,79216,15,Drama,
Greatest Events of WWII in Colour,https://www.imdb.com/title/tt9103932/,A series of colorized archive footage of important events during World War II.,https://m.media-amazon.com/images/M/MV5BOTQzNWM1ZWEtMDkzNS00MmE1LWEyODgtMTJlZjdjYmRhMWE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,8.7,10901,15,"Documentary, History, War",
The Bear,https://www.imdb.com/title/tt14452776/,A young chef from the fine dining world returns to Chicago to run his family&apos;s sandwich shop.,https://m.media-amazon.com/images/M/MV5BMTRhOGNlYzMtZTc3Ny00YTZlLTg0OWMtMzllNmFiMjFhZTdmXkEyXkFqcGc@._V1_.jpg,8.6,219370,16,"Comedy, Drama",
The Newsroom,https://www.imdb.com/title/tt1870479/,"A newsroom undergoes some changes in its workings and morals as a new team is brought in, bringing unexpected results for its existing news anchor.",https://m.media-amazon.com/images/M/MV5BNzczMTVhNGItMmM4MC00NzRlLWEwMmUtMTJlZDE4NDhhMWZhXkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_.jpg,8.6,125355,15,Drama,
Yellowstone,https://www.imdb.com/title/tt4236770/,A ranching family in Montana faces off against others encroaching on their land.,https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_.jpg,8.7,225499,15,"Drama, Western",
Boardwalk Empire,https://www.imdb.com/title/tt0979432/,An Atlantic City politician plays both sides of the law by conspiring with gangsters during the Prohibition era.,https://m.media-amazon.com/images/M/MV5BYTYxNzc5ZmYtODcyNi00ZWUwLWExNWUtY2Y0YTlhZDBlMGU1XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_.jpg,8.6,204050,18,"Crime, Drama",
QI,https://www.imdb.com/title/tt0380136/,"A comedy panel game in which being Quite Interesting is more important than being right. Sandi Toksvig is joined each week by four comedians to share anecdotes and trivia, and maybe answer some questions as well.",https://m.media-amazon.com/images/M/MV5BMjgyYWUxNGMtMGMwZi00OWIyLTkwN2ItOWYyYWUxYzcyNzUwXkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_.jpg,8.6,33711,15,"Comedy, Game-Show",
El Chavo del Ocho,https://www.imdb.com/title/tt0229889/,"The misadventures of a poor, homeless, fumbling boy and his friends in their humble neighborhood.",https://m.media-amazon.com/images/M/MV5BZjM3ZmY2YzAtZjY1My00OTJjLWI5M2QtYmYxNDQ1OTBkY2E2XkEyXkFqcGdeQXVyMzQxNzU3NA@@._V1_.jpg,8.7,12982,PG,"Comedy, Family",
Justified,https://www.imdb.com/title/tt1489428/,"Enforcing his own brand of justice, U.S. Marshal Raylan Givens, a strong-willed, quiet law-man haunted by his past, returns to his native town to see that justice is served to those in need.",https://m.media-amazon.com/images/M/MV5BZGU1MzUxZTYtZTQyMy00MjFiLThhYWUtYTBiMTBlM2QyNWQ5XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_.jpg,8.6,119725,15,"Action, Crime, Drama",
Le bureau des légendes,https://www.imdb.com/title/tt4063800/,"A very unique and captivating series about the &quot;bureau des légendes&quot;, the mythical powerhouse within the French Secret Service and its dare devil ghost agents.",https://m.media-amazon.com/images/M/MV5BOGRmMDEwOWUtNGI0Ny00YWY3LTkxNmEtZTkwN2FjMjU1YzgwXkEyXkFqcGdeQXVyNTk0MTE2NzU@._V1_.jpg,8.7,14389,15,"Drama, Thriller",
The Bugs Bunny Show,https://www.imdb.com/title/tt0053488/,TV series featuring the classic Looney Tunes animated shorts.,https://m.media-amazon.com/images/M/MV5BZTE2NWRmZDAtMjc4OC00NThhLTg2OTMtNzUwNTg1MDkyY2Y5XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_.jpg,8.6,35802,U,"Animation, Comedy",
Homicide: Life on the Street,https://www.imdb.com/title/tt0106028/,An American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department&apos;s Homicide Unit.,https://m.media-amazon.com/images/M/MV5BYTVmZTRhNWItNmQ3Yi00MzNiLWJiZTctOWMyOWRlMDY4YWMyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg,8.7,14275,15,"Crime, Drama, Mystery",
The Haunting of Hill House,https://www.imdb.com/title/tt6763664/,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",https://m.media-amazon.com/images/M/MV5BMTU4NzA4MDEwNF5BMl5BanBnXkFtZTgwMTQxODYzNjM@._V1_.jpg,8.5,290901,15,"Drama, Horror, Mystery",
What We Do in the Shadows,https://www.imdb.com/title/tt7908628/,A look into the nightly lives of four vampires who have lived together on Staten Island for over a century.,https://m.media-amazon.com/images/M/MV5BODUwOWE4ZjQtNGQ2MS00MjNjLTgwMGMtZDdlYWU0ZGRhNWFiXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,8.6,104345,16,"Comedy, Fantasy, Horror",
Dragon Ball: Doragon bôru,https://www.imdb.com/title/tt0088509/,"Son Gokû, a fighter with a monkey tail, goes on a quest with an assortment of odd characters in search of the Dragon Balls, a set of crystals that can give its bearer anything they desire.",https://m.media-amazon.com/images/M/MV5BYzI0YjYxY2UtNzRjNS00NTZiLTgzMDItNGEzMjU5MmE0ZWJmXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,8.5,66757,PG,"Animation, Action, Adventure",
Justice League,https://www.imdb.com/title/tt0275137/,Seven of the most formidable heroes form arguably the most powerful team ever.,https://m.media-amazon.com/images/M/MV5BZGQxYzExOGEtYjE2Ni00YzNlLTkyMGEtZTM0NDE3ZTIzODU1XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_.jpg,8.6,52071,PG,"Animation, Action, Adventure",
The Venture Bros.,https://www.imdb.com/title/tt0417373/,"The bizarre escapades of pseudo-heroic scientist Dr. Rusty Venture, his competent, high-strung bodyguard, and his two overenthusiastic sons.",https://m.media-amazon.com/images/M/MV5BNjYwZjJhZDgtMDc2Mi00Y2U4LThjMzItZmYyZDYzZDNjMDI5XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,8.6,28210,15,"Animation, Action, Adventure",
The Family Man,https://www.imdb.com/title/tt9544034/,"A working man from the National Investigation Agency tries to protect the nation from terrorism, but he also needs to keep his family safe from his secret job.",https://m.media-amazon.com/images/M/MV5BMzRjZWVmMzItNTdmYS00OWEzLTgyOGUtNThiNTU2ZThlYjY0XkEyXkFqcGdeQXVyMTIxMDk2NDE4._V1_.jpg,8.7,99286,18,"Action, Comedy, Drama",
Battlestar Galactica,https://www.imdb.com/title/tt0314979/,"Following the destruction of the Twelve Colonies of Kobol by the Cylons, a rag-tag fugitive fleet of the last remnants of mankind flees the pursuing Cylons while simultaneously searching for their true home: Earth.",https://m.media-amazon.com/images/M/MV5BZjJlYzgzOWUtZmJlZi00ZGM4LTliNzctNWFkNThlMDJhZDQxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,8.5,80709,12,"Action, Adventure, Drama",
Jujutsu Kaisen,https://www.imdb.com/title/tt12343534/,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman&apos;s school to be able to locate the demon&apos;s other body parts and thus exorcise himself.,https://m.media-amazon.com/images/M/MV5BNGY4MTg3NzgtMmFkZi00NTg5LWExMmEtMWI3YzI1ODdmMWQ1XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg,8.6,120686,15,"Animation, Action, Adventure",
Dragon Ball,https://www.imdb.com/title/tt0280249/,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once all 7 are gathered, grant any wish of cho...",https://m.media-amazon.com/images/M/MV5BNDYyNTJkNmItYjgxNC00ODliLTg2MGMtZjkxNjEwYzdjNjUxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,8.5,65566,PG,"Animation, Action, Adventure",
The Queen&apos;s Gambit,https://www.imdb.com/title/tt10048342/,"Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the game of chess in 1960s USA. But child stardom comes at a price.",https://m.media-amazon.com/images/M/MV5BM2EwMmRhMmUtMzBmMS00ZDQ3LTg4OGEtNjlkODk3ZTMxMmJlXkEyXkFqcGdeQXVyMjM5ODk1NDU@._V1_.jpg,8.5,561874,15,Drama,
Flight of the Conchords,https://www.imdb.com/title/tt0863046/,"Bret and Jemaine are Flight of the Conchords, a folk-rock band from New Zealand living in New York City in search of stardom.",https://m.media-amazon.com/images/M/MV5BNTM4M2VhY2UtZTJmMi00YmFjLTk4OWItMzU2ZDA3NTUxZjYxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,8.5,66276,15,"Comedy, Music, Musical",
Making a Murderer,https://www.imdb.com/title/tt5189670/,"Filmed over a 10-year period, Steven Avery, a DNA exoneree who, while in the midst of exposing corruption in local law enforcement, finds himself the prime suspect in a grisly new crime.",https://m.media-amazon.com/images/M/MV5BMTg4Mjc1NjE4Ml5BMl5BanBnXkFtZTgwMjk2NjA1NjM@._V1_.jpg,8.5,103252,15,"Documentary, Crime",
Endeavour,https://www.imdb.com/title/tt2701582/,"Set from 1965 into the 1970s, the show follows Endeavour Morse in his early years as a police constable. Working alongside his senior partner DI Fred Thursday, Morse engages in a number of investigations around Oxford.",https://m.media-amazon.com/images/M/MV5BN2Q3ZTBmNjItOTM2Mi00ZjA4LWI5MTEtMTkzNDJmM2EwOWJkXkEyXkFqcGdeQXVyNDI3NjU1NzQ@._V1_.jpg,8.6,33758,12,"Crime, Drama, Mystery",
"Yes, Prime Minister",https://www.imdb.com/title/tt0086831/,James Hacker was propelled along the corridors of power to the very pinnacle of politics - Number 10.,https://m.media-amazon.com/images/M/MV5BMjkyZjY5Y2UtZmE1Ny00Mzk0LWEwZjgtYjYxZTYwNjhmMGIzXkEyXkFqcGdeQXVyNDMwODE5NDA@._V1_.jpg,8.6,12999,PG,Comedy,
Coupling,https://www.imdb.com/title/tt0237123/,Six best friends talk about all aspects of sex and relationships on their never-ending quest to find true love.,https://m.media-amazon.com/images/M/MV5BMzU4NmRkMTctZWQzMi00OGQwLWFjZGEtMTRlZGNmMDdhOGYzXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg,8.6,47846,15,"Comedy, Romance",
Samurai Chanpurû,https://www.imdb.com/title/tt0423731/,"Fuu, a waitress who works in a teahouse, rescues two master swordsmen, Mugen and Jin, from their execution to help her find the &quot;samurai who smells of sunflowers.&quot;",https://m.media-amazon.com/images/M/MV5BMzg1NmFlMzctYmVkNC00Y2M4LTgyOGQtNjkyYWFkZDQ4MGJjXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,8.5,55854,15,"Animation, Action, Adventure",
Rocket Boys,https://www.imdb.com/title/tt13868972/,"The story of two extraordinary men, Dr. Homi Jehangir Bhabha and Dr. Vikram Ambalal Sarabhai, who created history while building India&apos;s future.",https://m.media-amazon.com/images/M/MV5BYjQ0YTdhZDctYzg5YS00NTNkLThiOWYtNDI5OTYzMGRkYWUyXkEyXkFqcGdeQXVyOTIxMzQ0NzU@._V1_.jpg,8.9,18125,,"Drama, History",
The IT Crowd,https://www.imdb.com/title/tt0487831/,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie.",https://m.media-amazon.com/images/M/MV5BMjE5MThjMzAtNWVmNC00YThkLTlmNzktMTM3Yzk4YTZhMTgwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,8.5,165247,PG,Comedy,
Impractical Jokers,https://www.imdb.com/title/tt2100976/,"Q, Sal, Joe and Murr are real-life best friends who love challenging each other to the most outrageous dares and stunts ever caught on hidden camera.",https://m.media-amazon.com/images/M/MV5BZjhlYTllNzgtOTQ5Ni00MTI1LWJmZjktOTc2NTZkYWVlYjllXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg,8.6,46113,15,"Comedy, Reality-TV",
Senke nad Balkanom,https://www.imdb.com/title/tt6108262/,"A historical fiction drama and thriller set in the turbulent period of the late 1920s in the Balkans as a place where high politics, local interests, capital and crime all merge together.",https://m.media-amazon.com/images/M/MV5BYjAzMzc3OTMtZTAzNi00OWI0LWJmOGEtYjI3MWZmY2IzNDkxXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_.jpg,8.9,12472,TV-MA,"Crime, Drama, Thriller",
Mr. Robot,https://www.imdb.com/title/tt4158110/,"Elliot, a brilliant but unstable cyber-security engineer and vigilante hacker, becomes a key figure in a complex game of global chaos when he and his shadowy allies try to take down the corrupt corporation his company is paid to p...",https://m.media-amazon.com/images/M/MV5BMTE0Mjc1MTk2MjFeQTJeQWpwZ15BbWU4MDk2NzI4MDYx._V1_.jpg,8.5,420731,15,"Crime, Drama, Thriller",
Ezel,https://www.imdb.com/title/tt1534360/,"Betrayed by his trusted friends and the woman he loved, Ömer Uçar returns as Ezel to exact his vengeance.",https://m.media-amazon.com/images/M/MV5BMjIzOTY1YTYtNmRhMC00MzAxLWEzMzUtM2ZiMmYwNTY0MjMyXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_.jpg,8.7,37528,TV-14,"Crime, Drama, Thriller",
The Eric Andre Show,https://www.imdb.com/title/tt2244495/,"Eric Andre tries to host a talk show in a bizarre environment, where he is sometimes the player of pranks and sometimes the victim.",https://m.media-amazon.com/images/M/MV5BNWNlMjA2YjgtNDE1Yi00OTE5LWJhYWUtZTdjMmMyNGQzMzcwXkEyXkFqcGc@._V1_.jpg,8.6,21981,15,"Comedy, Talk-Show",
Spaced,https://www.imdb.com/title/tt0187664/,"Friends Tim and Daisy, 20-something North Londoners with uncertain futures, must pretend to be a couple to live in the only apartment they can afford.",https://m.media-amazon.com/images/M/MV5BMmNjODUxNzctOWU2Zi00ZGU3LWI2MDEtMjZjNjE2MmJiMDZiXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,8.5,57861,15,Comedy,
I&apos;m Alan Partridge,https://www.imdb.com/title/tt0129690/,"A failed television presenter, now presenting a programme on local desperately tries to revive his broadcasting career.",https://m.media-amazon.com/images/M/MV5BMmM2MjRmNmItNjFmZi00NTc0LWJlNTQtMTE3NWExZWRlNzA3XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg,8.6,22050,15,Comedy,
Samurai Jack,https://www.imdb.com/title/tt0278238/,"A samurai, sent through time, fights to return home and save the world.",https://m.media-amazon.com/images/M/MV5BNDY3Y2E1NWYtMTFkZS00MzlmLTk2ZTItMTAyY2QxZDU1NjZhXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg,8.5,60080,PG,"Animation, Action, Adventure",
Long Way Round,https://www.imdb.com/title/tt0403778/,"Ewan McGregor and Charley Boorman embark on a grueling quest to motorbike from London to New York. Going east through Europe, Asia and then to Alaska, they experience different cultures and have to overcome the elements and advers...",https://m.media-amazon.com/images/M/MV5BYTAxNWFmMTktMDVjNC00YWFkLTg2NDQtNjQwODZlYmQ2YTA2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,8.6,15343,TV-PG,"Documentary, Adventure",
